Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,79.1219010312,81.5771715156,78.8112,81.4483462734,79.91791688520001,170149200
2016-08-08,81.4786537266,82.5547335156,81.2058510312,81.97880400000001,80.8741574244,124505800
2016-08-15,81.9484912422,83.53229627340001,81.90302551559999,82.8730087578,81.7563124044,132371400
2016-08-22,82.4941087578,82.842696,80.5617164844,81.03913351560001,79.9471482624,123605500
2016-08-29,80.7966382734,81.8424,79.9479,81.6377962734,80.53774575480001,133000600
2016-09-05,81.76662151560001,82.4183295156,78.1519117266,78.1519117266,77.0988304098,168803700
2016-09-12,77.7881715156,88.0033117266,77.6972332422,87.08637448440001,85.912903755,388228200
2016-09-19,87.2909835156,88.04120400000001,84.53259227340001,85.4116372422,84.2607322812,201095700
2016-09-26,84.6007912422,86.87419124220001,84.53259227340001,85.6692922734,84.514918104,156384000
2016-10-03,85.4116372422,86.8135664844,85.08578324220001,86.4346664844,85.2699778992,126029400
2016-10-10,87.16215372660001,89.94328351560002,86.93481675780001,89.14001172660001,87.93887068800001,208708400
2016-10-17,88.9126755156,89.5795372422,86.23764227340001,88.3594784844,87.1688481318,115531500
2016-10-24,88.7383784844,89.69320875780001,85.8663164844,86.1770167578,85.0158034434,210225600
2016-10-31,86.1239715156,86.5634962734,81.9257587578,82.4789489688,81.36756630900001,156346500
2016-11-07,83.4186255156,84.6614167578,80.19797551559999,82.168254,81.47723664060001,207019500
2016-11-14,81.6226372422,83.76721275780001,78.8718255156,83.4034664844,82.7020649916,198341400
2016-11-21,83.4489382734,85.1918744844,83.3655795156,84.7144627578,84.00203603279999,94132400
2016-11-28,84.44165400000001,85.22976675780001,82.4865284844,83.2822215156,82.5818377482,155500000
2016-12-05,83.358,86.9196577266,82.03185,86.3513077266,85.62511556460001,151989600
2016-12-12,85.85116275780001,88.4579962734,85.2449204844,87.8820667578,87.142998816,195015600
2016-12-19,87.7532422734,89.0415,87.5940989688,88.2988537266,87.5562817176,113254700
2016-12-26,88.2988537266,89.4355537266,87.47285400000001,87.768396,87.030287433,84828600
2017-01-02,87.7532422734,89.5416510312,86.9651295156,89.35220103120001,88.6007718558,103845500
2017-01-09,89.3825077266,90.88295400000001,89.3749335156,90.20851275780001,89.4498799356,138810700
2017-01-16,89.6780489688,91.31490000000001,89.5871167578,90.936,90.17125021620001,116348000
2017-01-23,90.936,92.7850335156,90.5571,92.4137077266,91.6365277494,124539300
2017-01-30,91.64075400000002,98.885325789,91.40583827340001,97.81682551560002,96.9942086082,249781200
2017-02-06,97.854717789,100.7419335156,97.6804154532,100.120532211,99.2785413888,136449200
2017-02-13,100.84802551560001,103.26540903120001,100.59795,102.8486167578,102.4258462002,136667500
2017-02-20,103.23509096880001,104.1823409688,102.51518324220001,103.56095103119999,103.13525460780001,87908900
2017-02-27,103.9246912422,106.30418324220001,103.27298324220001,105.92528324220001,105.4898627292,127474000
2017-03-06,105.614582211,106.0768409688,103.85649227340001,105.44029124219999,105.00685995420001,99672200
2017-03-13,105.22053454680001,106.8649590312,105.1978013046,106.08442578900001,105.64834674779999,121539600
2017-03-20,106.39511545319999,108.2138422734,105.8873909688,106.5769912422,106.1388881172,129674000
2017-03-27,105.6297412422,109.5021,105.04623221099999,108.8655510312,108.41804663939999,127008900
2017-04-03,108.9034433046,110.2295933046,108.40329227340001,108.62304896880002,108.1765395684,105416200
2017-04-10,108.8200845468,109.03226778900002,106.13746648440001,106.8876922734,106.44831756,87485700
2017-04-17,107.2135409688,108.3047744844,106.4330077266,107.8122090312,107.3690301618,89248500
2017-04-24,108.74430000000001,109.80521545319999,108.5017986954,108.8579654532,108.4104845532,91153700
2017-05-01,109.95678454680001,112.8970409688,109.3278090312,112.8818933046,112.4178772086,175351700
2017-05-08,112.9349332422,118.5350744844,112.9349332422,118.29258454680001,117.80633308320002,173470600
2017-05-15,118.22437421100001,118.7093654532,113.4502433046,115.9888664844,115.9888664844,157354900
2017-05-22,116.7012,117.3832154532,115.6933244844,116.40565875780001,116.40565875780001,103000000
2017-05-29,116.2616744844,117.8000077266,115.3523167578,117.8000077266,117.8000077266,88752900
2017-06-05,116.95884896880001,118.2016409688,110.6539590312,112.8970409688,112.8970409688,159159700
2017-06-12,110.441775789,111.77550000000001,107.7591577266,107.8122090312,107.8122090312,220530400
2017-06-19,108.8655510312,111.5178510312,108.8655510312,110.8509832422,110.8509832422,133253000
2017-06-26,111.5254244844,112.36658324220001,107.8197832422,109.13835903120001,109.13835903120001,127060200
2017-07-03,109.79006778900002,110.10834227340001,107.91830103119999,109.2595986954,109.2595986954,79158400
2017-07-10,109.20655875780001,113.16227551560002,108.645782211,112.94250669540001,112.94250669540001,111088400
2017-07-17,112.77580130460001,114.988575789,112.5863513046,113.87460903120001,113.87460903120001,106081600
2017-07-24,114.10952551560001,116.57994896880001,113.5942154532,115.746375789,115.746375789,40207600
2017-07-26,116.20863454680001,116.6481486954,115.9888664844,116.2919933046,116.2919933046,15778261
